section,book_subject,unit,q_id,admin_subject,level,page,qusetion,missing in admin,missing in book,double in admin,sort_key
כמותי,בעיות תנועה,2,3605,תנועה,6.5,203,8,,,,203008
כמותי,בעיות תנועה,2,3607,תנועה,8,203,9,,,,203009
כמותי,בעיות תנועה,2,3609,תנועה,7.5,203,10,,,,203010
כמותי,בעיות תנועה,2,3613,תנועה,9,203,11,,,,203011
כמותי,בעיות תנועה,2,3637,פיתגורס,7,204,12,,,,204012
כמותי,בעיות תנועה,2,3639,תנועה,8,204,13,,,,204013
כמותי,בעיות תנועה,2,3641,תנועה,5.5,204,14,,,,204014
כמותי,בעיות תנועה,3,3642,תנועה,7.5,205,15,,,,205015
כמותי,בעיות תנועה,3,3643,תנועה,7,205,16,,,,205016
כמותי,בעיות תנועה,3,3644,תנועה,6,205,17,,,,205017
כמותי,בעיות תנועה,3,3645,תנועה,8,206,19,,,,206019
כמותי,בעיות תנועה,3,3646,תנועה,5.5,206,20,,,,206020
כמותי,בעיות הספק,1,3647,הספק,2,209,1,,,,209001
כמותי,בעיות הספק,1,3648,הספק,3,209,2,,,,209002
כמותי,בעיות הספק,1,3649,הספק,2,209,3,,,,209003
כמותי,בעיות הספק,1,3650,הספק,7,209,4,,,,209004
כמותי,בעיות הספק,1,3651,הספק,6,210,5,,,,210005
כמותי,בעיות הספק,1,3652,הספק,8,210,6,,,,210006
כמותי,בעיות הספק,1,3653,הספק,6,210,7,,,,210007
כמותי,בעיות הספק,1,3654,הספק,7,210,8,,,,210008
כמותי,בעיות הספק,2,3655,הספק,7,211,9,,,,211009
כמותי,בעיות הספק,2,3656,הספק,5,211,10,,,,211010
כמותי,בעיות הספק,2,3657,הספק,3.5,211,11,,,,211011
כמותי,בעיות הספק,2,3658,הספק,8,211,12,,,,211012
כמותי,בעיות הספק,2,3659,הספק,6,211,13,,,,211013
כמותי,בעיות הספק,2,4141,הספק,6,212,14,,,,212014
כמותי,בעיות הספק,2,4144,הספק,8,212,15,,,,212015
כמותי,בעיות הספק,2,4146,הספק,6,212,16,,,,212016
כמותי,בעיות הספק,2,4148,הספק,6,212,17,,,,212017
כמותי,בעיות הספק,2,4153,הספק,5,212,18,,,,212018
כמותי,בעיות הספק,3,4157,הספק,5,213,19,,,,213019
כמותי,בעיות הספק,3,4160,הספק,10,213,20,,,,213020
כמותי,בעיות הספק,3,4162,הספק,5,213,21,,,,213021
כמותי,בעיות הספק,3,4164,הספק,7,213,22,,,,213022
כמותי,בעיות הספק,3,4168,הספק,6,214,23,,,,214023
כמותי,בעיות הספק,3,4176,הספק,8,214,24,,,,214024
כמותי,בעיות הספק,3,4178,הספק,10,214,25,,,,214025
כמותי,בעיות כלליות,1,675,כלליות 2,4,217,1,,,,217001
כמותי,בעיות כלליות,1,680,כלליות 1,5,217,2,,,,217002
כמותי,בעיות כלליות,1,682,כלליות 1,3.5,217,3,,,,217003
כמותי,בעיות כלליות,1,,,,218,4,1,,,218004
כמותי,בעיות כלליות,1,732,כלליות 1,3,218,5,,,,218005
כמותי,בעיות כלליות,1,733,כלליות 2,4,218,6,,,,218006
כמותי,בעיות כלליות,1,734,כלליות 2,4,219,7,,,,219007
כמותי,בעיות כלליות,1,755,כלליות 2,5,219,8,,,,219008
כמותי,בעיות כלליות,1,756,כלליות 1,5,219,9,,,,219009
כמותי,בעיות כלליות,1,757,כלליות 2,6,220,10,,,,220010
כמותי,בעיות כלליות,1,758,כלליות 2,4,220,11,,,,220011
כמותי,בעיות כלליות,1,759,כלליות 1,4,220,12,,,,220012
כמותי,בעיות כלליות,2,760,כלליות 1,6,221,13,,,,221013
כמותי,בעיות כלליות,2,761,כלליות 2,5,221,14,,,,221014
כמותי,בעיות כלליות,2,762,כלליות 1,4,221,15,,,,221015
כמותי,בעיות כלליות,2,763,כלליות 1,7,222,16,,,,222016
כמותי,בעיות כלליות,2,804,כלליות 1,6,222,17,,,,222017
כמותי,בעיות כלליות,2,,,,222,18,1,,,222018
כמותי,בעיות כלליות,2,806,כלליות 1,6,223,19,,,,223019
כמותי,בעיות כלליות,2,807,כלליות 2,7,223,20,,,,223020
כמותי,בעיות כלליות,2,830,כלליות 2,4,223,21,,,,223021
כמותי,בעיות כלליות,2,,,,224,22,1,,,224022
כמותי,בעיות כלליות,2,832,כלליות 2,4,224,23,,,,224023
כמותי,בעיות כלליות,2,833,כלליות 2,8,224,24,,,,224024
כמותי,בעיות צירופים,1,873,צירופים,2,227,1,,,,227001
כמותי,בעיות צירופים,1,874,צירופים,3,227,2,,,,227002
כמותי,בעיות צירופים,1,875,צירופים,3.5,227,3,,,,227003
כמותי,בעיות צירופים,1,876,צירופים,4,228,4,,,,228004
כמותי,בעיות צירופים,1,877,צירופים,1,228,5,,,,228005
כמותי,בעיות צירופים,1,878,צירופים,5,228,6,,,,228006
כמותי,בעיות צירופים,2,879,צירופים,5,229,7,,,,229007
כמותי,בעיות צירופים,2,880,צירופים,2.5,229,8,,,,229008
כמותי,בעיות צירופים,2,881,צירופים,7,229,9,,,,229009
כמותי,בעיות צירופים,2,882,צירופים,5.5,229,10,,,,229010
כמותי,בעיות צירופים,2,883,צירופים,7,230,11,,,,230011
כמותי,בעיות צירופים,2,885,צירופים,6,230,12,,,,230012
כמותי,בעיות צירופים,2,886,צירופים,7,230,13,,,,230013
כמותי,בעיות צירופים,2,887,צירופים,2,230,14,,,,230014
כמותי,בעיות צירופים,2,889,צירופים,7,230,15,,,,230015
כמותי,בעיות צירופים,2,890,צירופים,6,231,16,,,,231016
כמותי,בעיות צירופים,3,893,צירופים,7.5,231,17,,,,231017
כמותי,בעיות צירופים,3,895,צירופים,5,231,18,,,,231018
כמותי,בעיות צירופים,3,896,צירופים,7.5,232,19,,,,232019
כמותי,בעיות צירופים,3,899,צירופים,7,232,20,,,,232020
כמותי,בעיות צירופים,3,900,צירופים,7,232,21,,,,232021
כמותי,בעיות צירופים,3,903,צירופים,8.5,232,22,,,,232022
כמותי,בעיות הסתברות,1,,,,235,1,1,,,235001
כמותי,בעיות הסתברות,1,,,,235,2,1,,,235002
כמותי,בעיות הסתברות,1,1088,הסתברות,6,235,3,,,,235003
כמותי,בעיות הסתברות,1,1102,הסתברות,7,236,4,,,,236004
כמותי,בעיות הסתברות,1,1105,הסתברות,5,236,5,,,,236005
כמותי,בעיות הסתברות,1,1116,הסתברות,7,236,6,,,,236006
כמותי,בעיות הסתברות,2,1124,הסתברות,6,237,7,,,,237007
כמותי,בעיות הסתברות,2,1128,הסתברות,8,237,8,,,,237008
כמותי,בעיות הסתברות,2,1130,הסתברות,7.5,237,9,,,,237009
כמותי,בעיות הסתברות,2,1183,הסתברות,6,238,10,,,,238010
כמותי,בעיות הסתברות,2,1190,הסתברות,7.5,238,11,,,,238011
כמותי,בעיות הסתברות,2,1191,הסתברות,8,238,12,,,,238012
כמותי,בעיות הסתברות,2,1197,הסתברות,8,238,13,,,,238013
כמותי,בעיות הסתברות,2,,,,239,14,1,,,239014
כמותי,בעיות הסתברות,3,1203,הסתברות,6.5,239,15,,,,239015
כמותי,בעיות הסתברות,3,1207,הסתברות,7,239,16,,,,239016
כמותי,בעיות הסתברות,3,1316,הסתברות,7,239,17,,,,239017
כמותי,בעיות הסתברות,3,,,,240,18,1,,,240018
כמותי,בעיות הסתברות,3,1322,הסתברות,8,240,19,,,,240019
כמותי,תרגול מעורב 1 בעיות,1,3309,יחס,3.5,243,1,,,,243001
כמותי,תרגול מעורב 1 בעיות,1,3310,כלליות 2,2,243,2,,,,243002
כמותי,תרגול מעורב 1 בעיות,1,3312,כלליות 1,5,243,3,,,,243003
כמותי,תרגול מעורב 1 בעיות,1,3315,יחס,3,244,4,,,,244004
כמותי,תרגול מעורב 1 בעיות,1,3317,כלליות 1,2.5,244,5,,,,244005
כמותי,תרגול מעורב 1 בעיות,2,3341,כלליות 1,2.5,245,6,,,,245006
כמותי,תרגול מעורב 1 בעיות,2,3343,כלליות 1,8,245,7,,,,245007
כמותי,תרגול מעורב 1 בעיות,2,3344,יחס,4,245,8,,,,245008
כמותי,תרגול מעורב 1 בעיות,2,3345,יחס,2.5,246,9,,,,246009
כמותי,תרגול מעורב 1 בעיות,2,3349,כלליות 1,3,246,10,,,,246010
כמותי,תרגול מעורב 2 בעיות,1,3351,אחוזים,4.5,247,1,,,,247001
כמותי,תרגול מעורב 2 בעיות,1,3352,ממוצע,3,247,2,,,,247002
כמותי,תרגול מעורב 2 בעיות,1,3353,כלליות 1,2,247,3,,,,247003
כמותי,תרגול מעורב 2 בעיות,1,3354,כלליות 1,4,248,4,,,,248004
כמותי,תרגול מעורב 2 בעיות,1,3355,אחוזים,3,248,5,,,,248005
כמותי,תרגול מעורב 2 בעיות,2,3356,ממוצע,2,249,6,,,,249006
כמותי,תרגול מעורב 2 בעיות,2,3357,אחוזים,6,249,7,,,,249007
כמותי,תרגול מעורב 2 בעיות,2,3359,יחס,3,249,8,,,,249008
כמותי,תרגול מעורב 2 בעיות,2,3360,אחוזים,4,250,9,,,,250009
כמותי,תרגול מעורב 2 בעיות,2,3361,אחוזים,6.5,250,10,,,,250010
כמותי,תרגול מעורב 3 בעיות,1,3364,כלליות 2,3.5,251,1,,,,251001
כמותי,תרגול מעורב 3 בעיות,1,3366,כלליות 1,3,251,2,,,,251002
כמותי,תרגול מעורב 3 בעיות,1,,,,251,3,1,,,251003
כמותי,תרגול מעורב 3 בעיות,1,3370,יחס,2,252,4,,,,252004
כמותי,תרגול מעורב 3 בעיות,1,3372,תנועה,5,252,5,,,,252005
כמותי,תרגול מעורב 3 בעיות,2,3374,כלליות 2,3,253,6,,,,253006
כמותי,תרגול מעורב 3 בעיות,2,3375,אחוזים,1.5,253,7,,,,253007
כמותי,תרגול מעורב 3 בעיות,2,3377,ממוצע,2.5,253,8,,,,253008
כמותי,תרגול מעורב 3 בעיות,2,3378,כלליות 1,5,254,9,,,,254009
כמותי,תרגול מעורב 3 בעיות,2,,,,254,10,1,,,254010
כמותי,הסקה מתרשים או מטבלה,1,7261,הסקה מתרשים,2.5,257,1,,,,257001
כמותי,הסקה מתרשים או מטבלה,1,7262,הסקה מתרשים,2.5,257,2,,,,257002
כמותי,הסקה מתרשים או מטבלה,1,7263,הסקה מתרשים,4,257,3,,,,257003
כמותי,הסקה מתרשים או מטבלה,2,7265,הסקה מתרשים,5,259,4,,,,259004
כמותי,הסקה מתרשים או מטבלה,2,7266,הסקה מתרשים,7.5,259,5,,,,259005
כמותי,הסקה מתרשים או מטבלה,2,7267,הסקה מתרשים,7,259,6,,,,259006
כמותי,הסקה מתרשים או מטבלה,2,7268,הסקה מתרשים,5.5,259,7,,,,259007
כמותי,הסקה מתרשים או מטבלה,3,7272,הסקה מתרשים,5,260,8,,,,260008
כמותי,הסקה מתרשים או מטבלה,3,7273,הסקה מתרשים,8,261,9,,,,261009
כמותי,הסקה מתרשים או מטבלה,3,7274,הסקה מתרשים,10,261,10,,,,261010
כמותי,הסקה מתרשים או מטבלה,3,7275,הסקה מתרשים,9,261,11,,,,261011
כמותי,הסקה מתרשים או מטבלה,4,7276,הסקה מתרשים,6,262,12,,,,262012
כמותי,הסקה מתרשים או מטבלה,4,7277,הסקה מתרשים,8,262,13,,,,262013
כמותי,הסקה מתרשים או מטבלה,4,10864,הסקה מתרשים,9,263,14,,,,263014
כמותי,הסקה מתרשים או מטבלה,4,7279,הסקה מתרשים,9,263,15,,,,263015
כמותי,הסקה מתרשים או מטבלה,5,7280,הסקה מתרשים,5,264,16,,,,264016
כמותי,הסקה מתרשים או מטבלה,5,7281,הסקה מתרשים,6,265,17,,,,265017
כמותי,הסקה מתרשים או מטבלה,5,7282,הסקה מתרשים,6,265,18,,,,265018
כמותי,הסקה מתרשים או מטבלה,5,7283,הסקה מתרשים,6,265,19,,,,265019
כמותי,הסקה מתרשים או מטבלה,6,7397,הסקה מתרשים,3,266,20,,,,266020
כמותי,הסקה מתרשים או מטבלה,6,7399,הסקה מתרשים,7,267,21,,,,267021
כמותי,הסקה מתרשים או מטבלה,6,7400,הסקה מתרשים,6.5,267,22,,,,267022
כמותי,הסקה מתרשים או מטבלה,6,7402,הסקה מתרשים,5.5,267,23,,,,267023
כמותי,הסקה מתרשים או מטבלה,7,7444,הסקה מתרשים,3.5,268,24,,,,268024
כמותי,הסקה מתרשים או מטבלה,7,7445,הסקה מתרשים,3,269,25,,,,269025
כמותי,הסקה מתרשים או מטבלה,7,7446,הסקה מתרשים,2,269,26,,,,269026
כמותי,הסקה מתרשים או מטבלה,7,7447,הסקה מתרשים,2.5,269,27,,,,269027
כמותי,הסקה מתרשים או מטבלה,8,7448,הסקה מתרשים,5,271,28,,,,271028
כמותי,הסקה מתרשים או מטבלה,8,7449,הסקה מתרשים,7,271,29,,,,271029
כמותי,הסקה מתרשים או מטבלה,8,7450,הסקה מתרשים,7,271,30,,,,271030
כמותי,הסקה מתרשים או מטבלה,8,7451,הסקה מתרשים,10,271,31,,,,271031
כמותי,הסקה מתרשים או מטבלה,9,7452,הסקה מתרשים,7,273,32,,,,273032
כמותי,הסקה מתרשים או מטבלה,9,7453,הסקה מתרשים,8,273,33,,,,273033
כמותי,הסקה מתרשים או מטבלה,9,7454,הסקה מתרשים,8,273,34,,,,273034
כמותי,הסקה מתרשים או מטבלה,9,7455,הסקה מתרשים,10,273,35,,,,273035
כמותי,הסקה מתרשים או מטבלה,10,7483,הסקה מתרשים,5,274,36,,,,274036
כמותי,הסקה מתרשים או מטבלה,10,7484,הסקה מתרשים,7,275,37,,,,275037
כמותי,הסקה מתרשים או מטבלה,10,7485,הסקה מתרשים,7,275,38,,,,275038
כמותי,הסקה מתרשים או מטבלה,10,7486,הסקה מתרשים,7,275,39,,,,275039
כמותי,הסקה מתרשים או מטבלה,11,7487,הסקה מתרשים,7,276,40,,,,276040
כמותי,הסקה מתרשים או מטבלה,11,7488,הסקה מתרשים,8,277,41,,,,277041
כמותי,הסקה מתרשים או מטבלה,11,7489,הסקה מתרשים,5,277,42,,,,277042
כמותי,הסקה מתרשים או מטבלה,11,7490,הסקה מתרשים,8,277,43,,,,277043
כמותי,הסקה מתרשים או מטבלה,12,7491,הסקה מתרשים,5,279,44,,,,279044
כמותי,הסקה מתרשים או מטבלה,12,7492,הסקה מתרשים,6,279,45,,,,279045
כמותי,הסקה מתרשים או מטבלה,12,7493,הסקה מתרשים,4,279,46,,,,279046
כמותי,הסקה מתרשים או מטבלה,12,7494,הסקה מתרשים,5,279,47,,,,279047
כמותי,הסקה מתרשים או מטבלה,13,7495,הסקה מתרשים,5,280,48,,,,280048
כמותי,הסקה מתרשים או מטבלה,13,7496,הסקה מתרשים,5,281,49,,,,281049
כמותי,הסקה מתרשים או מטבלה,13,7497,הסקה מתרשים,6,281,50,,,,281050
כמותי,הסקה מתרשים או מטבלה,13,7498,הסקה מתרשים,10,281,51,,,,281051
כמותי,הסקה מתרשים או מטבלה,14,7499,הסקה מתרשים,5,283,52,,,,283052
כמותי,הסקה מתרשים או מטבלה,14,7500,הסקה מתרשים,6,283,53,,,,283053
כמותי,הסקה מתרשים או מטבלה,14,7501,הסקה מתרשים,7,283,54,,,,283054
כמותי,הסקה מתרשים או מטבלה,14,7502,הסקה מתרשים,8,283,55,,,,283055
כמותי,הסקה מתרשים או מטבלה,15,7530,הסקה מתרשים,3,285,56,,,,285056
כמותי,הסקה מתרשים או מטבלה,15,7531,הסקה מתרשים,6,285,57,,,,285057
כמותי,הסקה מתרשים או מטבלה,15,7533,הסקה מתרשים,8,285,58,,,,285058
כמותי,הסקה מתרשים או מטבלה,15,7535,הסקה מתרשים,8,285,59,,,,285059
כמותי,הסקה מתרשים או מטבלה,16,7538,הסקה מתרשים,7,286,60,,,,286060
כמותי,הסקה מתרשים או מטבלה,16,7539,הסקה מתרשים,8.5,287,61,,,,287061
כמותי,הסקה מתרשים או מטבלה,16,7540,הסקה מתרשים,7,287,62,,,,287062
כמותי,הסקה מתרשים או מטבלה,16,7541,הסקה מתרשים,8.5,287,63,,,,287063
כמותי,הסקה מתרשים או מטבלה,17,7542,הסקה מתרשים,4,288,64,,,,288064
כמותי,הסקה מתרשים או מטבלה,17,7543,הסקה מתרשים,6,289,65,,,,289065
כמותי,הסקה מתרשים או מטבלה,17,7544,הסקה מתרשים,7.5,289,66,,,,289066
כמותי,הסקה מתרשים או מטבלה,17,7545,הסקה מתרשים,7,289,67,,,,289067
כמותי,הסקה מתרשים או מטבלה,18,7546,הסקה מתרשים,5,290,68,,,,290068
כמותי,הסקה מתרשים או מטבלה,18,7547,הסקה מתרשים,4,291,69,,,,291069
כמותי,הסקה מתרשים או מטבלה,18,7548,הסקה מתרשים,4,291,70,,,,291070
כמותי,הסקה מתרשים או מטבלה,18,7549,הסקה מתרשים,4,291,71,,,,291071
כמותי,הסקה מתרשים או מטבלה,19,7550,הסקה מתרשים,8,293,72,,,,293072
כמותי,הסקה מתרשים או מטבלה,19,7551,הסקה מתרשים,6.5,293,73,,,,293073
כמותי,הסקה מתרשים או מטבלה,19,7552,הסקה מתרשים,8,293,74,,,,293074
כמותי,הסקה מתרשים או מטבלה,19,7553,הסקה מתרשים,7,293,75,,,,293075
כמותי,הסקה מתרשים או מטבלה,20,7582,הסקה מתרשים,4,295,76,,,,295076
כמותי,הסקה מתרשים או מטבלה,20,7583,הסקה מתרשים,5,295,77,,,,295077
כמותי,הסקה מתרשים או מטבלה,20,7584,הסקה מתרשים,5,295,78,,,,295078
כמותי,הסקה מתרשים או מטבלה,20,7585,הסקה מתרשים,8,295,79,,,,295079
כמותי,הסקה מתרשים או מטבלה,21,7586,הסקה מתרשים,6,296,80,,,,296080
כמותי,הסקה מתרשים או מטבלה,21,7587,הסקה מתרשים,7,297,81,,,,297081
כמותי,הסקה מתרשים או מטבלה,21,7588,הסקה מתרשים,8,297,82,,,,297082
כמותי,הסקה מתרשים או מטבלה,21,7589,הסקה מתרשים,8,297,83,,,,297083
כמותי,הסקה מתרשים או מטבלה,22,7595,הסקה מתרשים,3,298,84,,,,298084
כמותי,הסקה מתרשים או מטבלה,22,7596,הסקה מתרשים,3.5,298,85,,,,298085
כמותי,הסקה מתרשים או מטבלה,22,10934,הסקה מתרשים,7,299,86,,,,299086
כמותי,הסקה מתרשים או מטבלה,22,10935,הסקה מתרשים,8,299,87,,,,299087
כמותי,הסקה מתרשים או מטבלה,23,7601,הסקה מתרשים,3,300,88,,,,300088
כמותי,הסקה מתרשים או מטבלה,23,7603,הסקה מתרשים,5,301,89,,,,301089
כמותי,הסקה מתרשים או מטבלה,23,7604,הסקה מתרשים,5,301,90,,,,301090
כמותי,הסקה מתרשים או מטבלה,23,7605,הסקה מתרשים,7,301,91,,,,301091
כמותי,הסקה מתרשים או מטבלה,24,7606,הסקה מתרשים,4,303,92,,,,303092
כמותי,הסקה מתרשים או מטבלה,24,7607,הסקה מתרשים,6,303,93,,,,303093
כמותי,הסקה מתרשים או מטבלה,24,7608,הסקה מתרשים,6,303,94,,,,303094
כמותי,הסקה מתרשים או מטבלה,24,7609,הסקה מתרשים,7,303,95,,,,303095
כמותי,הסקה מתרשים או מטבלה,25,7610,הסקה מתרשים,5,304,96,,,,304096
כמותי,הסקה מתרשים או מטבלה,25,7611,הסקה מתרשים,8,305,97,,,,305097
כמותי,הסקה מתרשים או מטבלה,25,7612,הסקה מתרשים,10,305,98,,,,305098
כמותי,הסקה מתרשים או מטבלה,25,7613,הסקה מתרשים,10,305,99,,,,305099
כמותי,הסקה מתרשים או מטבלה,26,7614,הסקה מתרשים,3,306,100,,,,306100
כמותי,הסקה מתרשים או מטבלה,26,7615,הסקה מתרשים,5,307,101,,,,307101
כמותי,הסקה מתרשים או מטבלה,26,7616,הסקה מתרשים,7,307,102,,,,307102
כמותי,הסקה מתרשים או מטבלה,26,7617,הסקה מתרשים,5,307,103,,,,307103
כמותי,הסקה מתרשים או מטבלה,27,7618,הסקה מתרשים,4,309,104,,,,309104
כמותי,הסקה מתרשים או מטבלה,27,7619,הסקה מתרשים,5,309,105,,,,309105
כמותי,הסקה מתרשים או מטבלה,27,7620,הסקה מתרשים,7,309,106,,,,309106
כמותי,הסקה מתרשים או מטבלה,27,7621,הסקה מתרשים,6,309,107,,,,309107
כמותי,הסקה מתרשים או מטבלה,27,7622,הסקה מתרשים,7,309,108,,,,309108
כמותי,הסקה מתרשים או מטבלה,28,7637,הסקה מתרשים,6,311,109,,,,311109
כמותי,הסקה מתרשים או מטבלה,28,7638,הסקה מתרשים,6,311,110,,,,311110
כמותי,הסקה מתרשים או מטבלה,28,7641,הסקה מתרשים,7,311,111,,,,311111
כמותי,הסקה מתרשים או מטבלה,28,7642,הסקה מתרשים,8,311,112,,,,311112
כמותי,הסקה מתרשים או מטבלה,28,7643,הסקה מתרשים,9,311,113,,,,311113
כמותי,הסקה מתרשים או מטבלה,29,7644,הסקה מתרשים,3,312,114,,,,312114
כמותי,הסקה מתרשים או מטבלה,29,7645,הסקה מתרשים,6,313,115,,,,313115
כמותי,הסקה מתרשים או מטבלה,29,7646,הסקה מתרשים,6,313,116,,,,313116
כמותי,הסקה מתרשים או מטבלה,29,7647,הסקה מתרשים,6,313,117,,,,313117
כמותי,הסקה מתרשים או מטבלה,29,7648,הסקה מתרשים,8,313,118,,,,313118
כמותי,הסקה מתרשים או מטבלה,30,7649,הסקה מתרשים,5,314,119,,,,314119
כמותי,הסקה מתרשים או מטבלה,30,7650,הסקה מתרשים,6,315,120,,,,315120
כמותי,הסקה מתרשים או מטבלה,30,7651,הסקה מתרשים,5,315,121,,,,315121
כמותי,הסקה מתרשים או מטבלה,30,7652,הסקה מתרשים,6,315,122,,,,315122
כמותי,הסקה מתרשים או מטבלה,30,7653,הסקה מתרשים,8,315,123,,,,315123
כמותי,תרגול כללי 1,1,10391,הסקה מתרשים,4,319,1,,,,319001
כמותי,תרגול כללי 1,1,10392,הסקה מתרשים,4,319,2,,,,319002
כמותי,תרגול כללי 1,1,10393,הסקה מתרשים,5,319,3,,,,319003
כמותי,תרגול כללי 1,1,10394,הסקה מתרשים,5,319,4,,,,319004
כמותי,תרגול כללי 1,1,10395,הסקה מתרשים,6,319,5,,,,319005
כמותי,תרגול כללי 1,1,10377,מעגלים,7,320,6,,,1,320006
כמותי,תרגול כללי 1,1,3535,מעגלים,6,320,6,,,,320006
כמותי,תרגול כללי 1,1,3547,אחוזים,5,320,7,,,1,320007
כמותי,תרגול כללי 1,1,10378,אחוזים,7,320,7,,,,320007
כמותי,תרגול כללי 1,1,3551,משוואות,3,320,8,,,1,320008
כמותי,תרגול כללי 1,1,10379,משוואות,6,320,8,,,,320008
כמותי,תרגול כללי 1,1,3618,ממוצע,4,320,9,,,1,320009
כמותי,תרגול כללי 1,1,10380,ממוצע,6,320,9,,,,320009
כמותי,תרגול כללי 1,1,,משולשים,,320,10,1,,,320010
כמותי,תרגול כללי 2,1,3720,יחס,4,322,1,,,1,322001
כמותי,תרגול כללי 2,1,10396,כלליות 1,2,322,1,,,,322001
כמותי,תרגול כללי 2,1,10397,אנליטית,5,322,2,,,,322002
כמותי,תרגול כללי 2,1,3755,כלליות 2,5,322,3,,,1,322003
כמותי,תרגול כללי 2,1,10398,כלליות 2,4,322,3,,,,322003
כמותי,תרגול כללי 2,1,3765,חיובי שלילי וערך מוחלט,6,323,4,,,1,323004
כמותי,תרגול כללי 2,1,10399,התנהגות אלגברית,5,323,4,,,,323004
כמותי,תרגול כללי 2,1,3768,שטחים,6,323,5,,,1,323005
כמותי,תרגול כללי 2,1,10400,שטחים,7,323,5,,,,323005
כמותי,תרגול כללי 2,1,10401,הסקה מתרשים,3,324,6,,,,324006
כמותי,תרגול כללי 2,1,10402,הסקה מתרשים,4,324,7,,,,324007
כמותי,תרגול כללי 2,1,10403,הסקה מתרשים,5,325,8,,,,325008
כמותי,תרגול כללי 2,1,10404,הסקה מתרשים,7,325,9,,,,325009
כמותי,תרגול כללי 2,1,10405,הסקה מתרשים,6,325,10,,,,325010
כמותי,תרגול כללי 2,1,3785,פיתגורס,5,326,11,,,1,326011
כמותי,תרגול כללי 2,1,10381,שטחים,5,326,11,,,1,326011
כמותי,תרגול כללי 2,1,3796,כלליות 2,4,326,12,,,1,326012
כמותי,תרגול כללי 2,1,10382,כלליות 2,6,326,12,,,1,326012
כמותי,תרגול כללי 2,1,3804,אנליטית,7.5,326,13,,,1,326013
כמותי,תרגול כללי 2,1,10383,אנליטית,8,326,13,,,1,326013
כמותי,תרגול כללי 2,1,10384,כלליות 1,5,326,14,,,,326014
כמותי,תרגול כללי 2,1,3818,התנהגות אלגברית,6,327,15,,,1,327015
כמותי,תרגול כללי 2,1,10385,אי-שוויון,6,327,15,,,1,327015
כמותי,תרגול כללי 2,1,3829,פיתגורס,4,327,16,,,1,327016
כמותי,תרגול כללי 2,1,10386,פיתגורס,7,327,16,,,1,327016
מילולי,אנלוגיות,1,,,,329,1,1,,,329001
מילולי,אנלוגיות,1,,,,329,2,1,,,329002
מילולי,אנלוגיות,1,,,,329,3,1,,,329003
מילולי,אנלוגיות,1,,,,329,4,1,,,329004
מילולי,אנלוגיות,1,,,,329,5,1,,,329005
מילולי,אנלוגיות,1,,,,330,6,1,,,330006
מילולי,אנלוגיות,1,,,,330,7,1,,,330007
מילולי,אנלוגיות,1,,,,330,8,1,,,330008
מילולי,אנלוגיות,1,,,,330,9,1,,,330009
מילולי,אנלוגיות,1,,,,330,10,1,,,330010
מילולי,שאלות פסקה,1,,,,333,1,1,,,333001
מילולי,שאלות פסקה,1,,,,334,2,1,,,334002
מילולי,שאלות פסקה,1,,,,334,3,1,,,334003
מילולי,שאלות פסקה,1,,,,335,4,1,,,335004
מילולי,שאלות פסקה,1,,,,335,5,1,,,335005
מילולי,שאלות פסקה,1,,,,336,6,1,,,336006
מילולי,שאלות פסקה,1,,,,337,7,1,,,337007
מילולי,שאלות פסקה,1,,,,337,8,1,,,337008
מילולי,שאלות פסקה,1,4098,השלמת משפטים מילולי,6,338,9,,,,338009
מילולי,שאלות פסקה,1,4735,שאלות פסקה,2,338,10,,,,338010
מילולי,השלמת משפטים מילולי,1,4927,השלמת משפטים מילולי,7,341,1,,,,341001
מילולי,השלמת משפטים מילולי,1,4928,השלמת משפטים מילולי,10,341,2,,,,341002
מילולי,השלמת משפטים מילולי,1,4929,השלמת משפטים מילולי,8,341,3,,,,341003
מילולי,השלמת משפטים מילולי,1,,,,342,4,1,,,342004
מילולי,השלמת משפטים מילולי,1,,,,342,5,1,,,342005
מילולי,השלמת משפטים מילולי,1,,,,342,6,1,,,342006
מילולי,השלמת משפטים מילולי,1,4731,השלמת משפטים מילולי,5,343,7,,,,343007
מילולי,השלמת משפטים מילולי,1,4732,השלמת משפטים מילולי,5,343,8,,,,343008
מילולי,השלמת משפטים מילולי,1,4733,השלמת משפטים מילולי,9,343,9,,,,343009
מילולי,השלמת משפטים מילולי,1,4912,השלמת משפטים מילולי,7,344,10,,,,344010
מילולי,השלמת משפטים מילולי,1,4913,השלמת משפטים מילולי,7,344,11,,,,344011
מילולי,השלמת משפטים מילולי,1,4914,השלמת משפטים מילולי,5,344,12,,,,344012
מילולי,עריכת ניסוי,1,5067,עריכת ניסוי,2,347,1,,,,347001
מילולי,עריכת ניסוי,1,,,,347,2,1,,,347002
מילולי,עריכת ניסוי,1,,,,348,3,1,,,348003
מילולי,עריכת ניסוי,1,,,,348,4,1,,,348004
מילולי,עריכת ניסוי,1,,,,349,5,1,,,349005
מילולי,עריכת ניסוי,1,,,,349,6,1,,,349006
מילולי,עריכת ניסוי,1,4092,עריכת ניסוי,4,349,7,,,,349007
מילולי,עריכת ניסוי,1,4093,עריכת ניסוי,4,350,8,,,,350008
מילולי,עריכת ניסוי,1,4106,עריכת ניסוי,3,350,9,,,,350009
